"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"SBR68VMB","book","1993","Schmidt, Michael","Heute gehört uns die Straße ... der Inside-Report aus der Neonazi-Szene","","978-3-430-18003-0","","","","","1993","2017-03-28 15:06:16","2017-03-28 15:06:16","","","398","","","","","","","","","","ECON-Verl","Düsseldorf","","","","","","","(G)/S-Z/1 vorl.","Neu","","","","","Deutschland; Geschichte 1990-1992; Rechtsradikalismus; Erlebnisbericht","","","","","","","","","","","","","","","","","","","","3. Aufl","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BQU9FSHB","book","1990","Schumann, Frank","Glatzen am Alex: Rechtsextremismus in der DDR","","978-3-910164-08-6","","","","Seitdem sie auf den Leipziger Montagsdemos im November 1989 die deutsche Reichskriegsflagge schwangen, Ausländer jagten und in Ostberlin Schwule ""aufklatschten"" oder sich mit autonomen Hausbesetzern Straßenschlachten lieferten, sorgen sie für Schlagzeilen: Rechtsextreme im Osten Deutschlands. Normalität in einer pluralistischen Gesellschaft oder Altlast des SED-Staates?","1990","2017-03-28 15:06:22","2017-03-28 15:06:22","","","144","","","","","Glatzen am Alex","","","","","Edition Fischerinsel","Berlin","","","","","","","(G)/S-Z/1 vorl.","F1","","","","","Politics and government; History; Germany (East); Conservatism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2DAN8B6X","book","2014","Waibel, Harry","Der gescheiterte Anti-Faschismus der SED: Rassismus in der DDR","","978-3-631-65073-8","","","","Über 8600 neo-nazistische, rassistische und antisemitische Propaganda- und Gewalttaten sind für die DDR belegt, bei denen es tausende Verletzte und mindestens zehn Tote gegeben hat. Der Anteil antisemitischer Angriffe liegt bei etwa 900 Vorfällen, davon betreffen etwa 145 Schändungen jüdischer Friedhöfe und Gräber. Der Anteil der rassistischen Angriffe liegt bei rund 725 Vorfällen. Rassismus, Neo-Nazismus und Antisemitismus waren Bestandteil des öffentlichen Lebens und sie wurden von der SED konsequent geheim gehalten. Die Ursachen dafür wurden geleugnet und verdrängt oder dem Einfluss des Westens zugerechnet, oder es wurden die Opfer selbst dafür verantwortlich gemacht. Da der Anti-Faschismus der SED keine effiziente Abwehr dieser gefährlichen politischen Strömungen hervorbringen konnte, wird er als gescheitert eingestuft.","2014","2017-03-28 15:06:26","2017-03-28 15:06:26","","","293","","","","","","","","","","PL Academic Research","Frankfurt am Main","","","","","","","(G)/S-Z/1 vorl.","Neu","","","","SED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CJK3VW4A","book","2015","Wetzel, Wolf","Der NSU-VS-Komplex: wo beginnt dernationalsozialistische Untergrund-wo hört der Staat auf?","","978-3-89771-589-9","","","","13 Jahre blieb der Nationalsozialistische Untergrund/NSU unentdeckt. Neun Morde wurden begangen, neun Mal verschoben die Behörden verschiedener Bundesländer die Mordhintergründe ins ›ausländische Milieu‹. Neun Mal will man keine ›heiße Spur‹ gehabt haben. Dennoch legte man alle neun Morde in die Blutspur des ›organisierten Verbrechens‹. Nachdem die Existenz der NSU nicht mehr zu leugnen war, reihte sich eine Panne an die andere. Dass in allen Behörden Beweise verschwinden, Akten verheimlicht, Falschaussagen gemacht, ganze Aktenberge geschreddert werden, beweist, dass weder ›Behördenwirrwar‹ noch ›Kommunikationschaos‹ herrsch(t)en, sondern der gemeinsame Wille, unter allen Umständen zu verhindern, dass etwas ans Licht kommt, was den bisherigen Erklärungen widersprechen würde. Ab wie vielen Pannen muss man von einem System sprechen? Wenn über zwei Dutzend V-Männer hervorragende Kontakte zur neonazistischen Organisation ›Thüringer Heimatschutz‹ und zu den späteren Mitgliedern des NSU hatten, waren staatliche Stellen nicht etwa auf dem ›rechten Auge blind‹, sondern ließen sehenden Auges zu, dass über sieben Jahre hinweg neun Morde begangen werden konnten. Eine Spurensuche.","2015","2017-03-28 15:06:30","2017-03-28 15:06:30","","","231","","","","","Der NSU-VS-Komplex","","","","","Unrast","Münster","","","","","","","(G)/S-Z/1 vorl.","Neu","","","","","","","","","","","","","","","","","","","","","","","","","3. überarbeitete und erweiterte Auflage","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2HZZUTVW","book","1997","Willems, Helmut","Jugendunruhen und Protestbewegungen: eine Studie zur Dynamik innergesellschaftlicher Konflikte in vier europäischen Ländern","","978-3-8100-1837-3","","","","Im Zentrum des Buches steht die vergleichende Analyse unterschiedlicher Formen des Jugendprotestes in fünf europäischen Ländern.Das Buch bietet eine einzigartige Dokumentation von Protestereignissen und Jugendunruhen in verschiedenen Ländern und leistet darüber hinaus eine vergleichende Analyse und Interpretation der Eskalationsdynamiken.","1997","2017-03-28 15:06:33","2017-03-28 15:06:33","","","504","","","","","Jugendunruhen und Protestbewegungen","","","","","Leske + Budrich","Opladen","","","","","","","(G)/S-Z/1 vorl.","Neu","","","","","Europe; Protest movements; History; Youth; Political activity History","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V99DHF22","book","2011","","Die 'Gastarbeiter' der DDR: politischer Kontext und Lebenswelt","","978-3-643-10640-7","","","","","2011","2017-03-28 15:06:37","2017-03-28 15:06:37","","","318","","","","","","Studien zur DDR-Gesellschaft","Band 13","","","Lit","Berlin","","","","","","","(G)/S-Z/1 vorl.","Neu","","","","","Foreign workers; History; Germany (East)","Zwengel, Almut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DD8U9E2E","book","2012","Tillmanns, Jenny","Was heisst historische Verantwortung?: historisches Unrecht und seine Folgen für die Gegenwart","","978-3-8376-1538-8","","","","Die Auseinandersetzung mit historischem Unrecht ist infolge des Holocaust integraler Bestandteil der politischen Kultur Deutschlands. Aber was bedeutet ein verantwortungsvoller Umgang mit dem Holocaust? Um diese Frage beantworten zu können, müssen verschiedene Dimensionen dessen, was Geschichte ist und was sie bedeutet, berücksichtigt werden. Die Perspektiven auf das historische Unrecht sind von Akteur zu Akteur verschieden. Aus der Perspektive spezifischer Akteure – wie z.B. der Nachfahren von Opfern und Tätern sowie der Geistes- und Sozialwissenschaftler, die sich professionell mit der Vergangenheit auseinandersetzen – sowie aus einer allgemein humanen Perspektive entwirft Jenny Tillmanns ein mehrdimensionales Bild historischer Verantwortung. Das Buch bietet eine komplexe Antwort auf die Frage, was historische Verantwortung ist und wie ihre Praxis aussehen kann.","2012","2017-03-28 15:06:41","2017-03-28 15:06:41","","","352","","","","","Was heisst historische Verantwortung?","Zeit, Sinn, Kultur","","","","Transcript","Bielefeld","","","","","","Library of Congress ISBN","(G)T-vorl","Neu","","","","","Justice (Philosophy); Holocaust, Jewish (1939-1945); Historiography; Philosophy; Collective memory; History; Responsibility","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JKVQGGE5","book","2001","Antifaschistisches Infoblatt","Antifaschistisches Infoblatt Nr. 54-Sonderheft zum ""11. September"" und den Folgen in Zusammenarbeit mit der Arranca","","","","","https://www.antifainfoblatt.de/ausgabe/aib-54","","2001","2017-03-28 15:06:45","2017-03-28 15:06:45","","","","","54","","","","","","","","","Berlin","","","","","","","(G)/Z/1 vorl.","Neu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C4FHEC5E","book","2007","Antifaschistisches Infoblatt","Antifaschistisches Infoblatt Nr. 75","","","","","https://www.antifainfoblatt.de/ausgabe/aib-75","","2007","2017-03-28 15:06:49","2017-03-28 15:06:49","","","","","75","","","","","","","","","Berlin","","","","","","","(G)/Z/1 vorl.","Neu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7UD37ECN","book","2009","Antifaschistisches Infoblatt","Antifaschistisches Infoblatt Nr. 84","","","","","https://www.antifainfoblatt.de/ausgabe/aib-84","","2009","2017-03-28 15:06:56","2017-03-28 15:06:56","","","","","84","","","","","","","","","Berlin","","","","","","","(G)/Z/1 vorl.","Neu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HRJITPGB","book","2011","Antifaschistisches Infoblatt","Antifaschistisches Infoblatt Nr. 92","","","","","https://www.antifainfoblatt.de/ausgabe/aib-92","","2011","2017-03-28 15:07:02","2017-03-28 15:07:02","","","","","92","","","","","","","","","Berlin","","","","","","","(G)/Z/1 vorl.","Neu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2TTM43CR","book","2013","Antifaschistisches Infoblatt","Antifaschistische Infoblatt Nr.98","","","","","https://www.antifainfoblatt.de/ausgabe/aib-98","","2013","2017-03-28 15:07:08","2017-03-28 15:07:08","","","","","98","","","","","","","","","Berlin","","","","","","","(G)/Z/1 vorl.","Neu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S5PTIKWA","book","2002","Geschichtswerkstatt Rostock e.V.","Zeitgeschichte regional. Mitteilungen aus Mecklenburg-Vorpommern. 1/2002","","","","","","","2002","2017-03-28 15:07:13","2017-03-28 15:07:13","","","139","","","","","","Zeitgeschichte regional","1/2002","","","","Rostock","","","","","","","(G)/Z/1 vorl.","F1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7M2KRG4V","book","2012","","20 Jahre Rostock-Lichtenhagen: Kontext, Dimensionen und Folgen der rassistischen Gewalt","","978-3-940835-31-4","","","","","2012","2017-03-28 15:07:18","2017-03-28 15:07:18","","","87","","","","","20 Jahre Rostock-Lichtenhagen","Rostocker Informationen zu Politik und Verwaltung","32","","","Univ. Rostock, Inst. für Politik- und Verwaltungswiss","Rostock","ger","","","","","","(G)/Z/1 vorl.","","","","","","Rostock-Lichtenhagen; Wohnheim; Auswirkung; Aufsatzsammlung; Vietnamesischer Arbeitnehmer; Geschichte 1992; Brandstiftung; Fremdenfeindlichkeit; Gewalt; Rassismus","Prenzel, Thomas; Universität Rostock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D58W7SIB","book","1992","","Der Spiegel: Wut auf den Staat - Asylnotstand, Fremdenhaß, Elend im Osten","","ISSN  0038-7452","","","","","1992-08-31","2017-03-28 15:07:22","2017-03-28 15:07:22","","","","","46. Jg.","","","","Der Spiegel","36.1992","","","","","","","","","","","(G)/Z/1 vorl.","F1","","","","","","","Rudolf Augstein","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FFWIFJ5X","book","1992","","stern: Angriff der Rechten - Ausländerhaß, Gewaltorgien- und Bonn taktiert","","ISSN   0039-1239","","","","","1992-09-03","2017-03-28 15:07:26","2017-03-28 15:07:26","","","","","","","","","stern- Das deutsche Magazin","37.1992","","","","","","","","","","","(G)/Z/1 vorl.","F1","","","","","","","Rolf Schmidt-Holtz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J5696858","book","1992","","Der Spiegel: Die Nazi-Kids - Was Kinder in den Terror treibt","","ISSN  0038-7452","","","","","1992-12-07","2017-03-28 15:07:30","2017-03-28 15:07:30","","","","","46. Jg.","","","","Der Spiegel","50.1992","","","","","","","","","","","(G)/Z/1 vorl.","F1","","","","","","","Rudolf Augstein","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IZKBAESX","book","1993","","taz-journal 1/93:Rostock - Mölln - Solingen. Nachbarn und Mörder.","","","","","","","1993","2017-03-28 15:07:35","2017-03-28 15:07:35","","","","","","","","","","","","","Tageszeitungsverlagsges. ""die taz"" mbH, Frankfurt a.M.","","","","","","","","(G)/Z/1 vorl.","F1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QJB4AMI4","book","2012","Amadeu Antonio Stiftung","Rostock-Lichtenhagen: 20 Jahre danach","","","","","","","2012-07","2017-03-28 15:12:46","2017-03-28 15:12:46","","","7","","","","","","","8","","","","Berlin","","","","","(G)/Z/1 vorl.","","vorl.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VTIXWS72","book","2012","DBP e.V.","20. Jahrestag Pogrom Rostock Lichtenhagen","","","","","","","2012-07","2017-03-28 15:12:58","2017-03-28 15:12:58","","","34","","","","","","der rechte rand","137","","","","Hamburg","","","","","(G)/Z/1 vorl.","","vorl.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZDFBCC7R","journalArticle","1993","Diederichs, Otto","das Polizeidebakel von Rostock","Bürgerrechte & Polizei/CILIP","","","","","","1993","2017-03-28 15:13:02","2017-03-28 15:13:02","","10","","","","","","","","","","","","","","","","","(G)/Z/1 vorl.","","vorl.","","","","","Hoyerswerda; Rostock-Lichtenhagen; 1992-08-25; Zentrale Aufnahmestelle für Asylbewerber (ZAST)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BU9ITT8X","journalArticle","2012","Mohr, Markus","vier Tage im August, vor 20 Jahren kam es in Rostock Lichtenhagen zum Pogrom","Standpunkte","","","","","","2012","2017-03-28 15:13:07","2017-03-28 15:13:07","","6","","","","","","","","","","","","","","","","","(G)/Z/1 vorl.","","vorl.","","","","","Rostock-Lichtenhagen; 1992-08-19; Pogrom; Zentrale Aufnahmestelle für Asylbewerber (ZAST)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FPQB5ZVW","journalArticle","2012","Prenzel, Thomas","Umkämpfte Erinnerung: Gedenken und Politik zum 20. Jahrestag von Rostock-Lichtenhagen","Zeitgeschichte regional. Mitteilungen aus Mecklenburg-Vorpommern","","","","","","2012","2017-03-28 15:13:33","2017-03-28 15:13:33","","9","","","16","","","","","","","","","","","","","","","","vorl.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DCJCJWDU","book","2013","Rehder, Micha","Zwischen zwei Welten: Vietnamesische VertragsarbeiterInnen in Rostock","","","","","","","2013-07-17","2017-03-28 15:13:39","2017-03-28 15:13:39","","","119","","","","","","","","","","","Tübingen","","","","","","","vorl.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UFW58RIX","book","1998","Schmidt, Jochen","der Brandanschlag von Rostock-Lichtenhagen im August 1992. Ursachen, politischer und publizistischer Kontext und Folgen","","","","","","","1998","2017-03-28 15:13:46","2017-03-28 15:13:46","","","","","","","","","","","","","","Marburg","","","","","","","vorl.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5UTCBW64","book","2012","Stadtgespräche e.V.","Vom Umgang mit dem Stigma einer ""Nazi-Stadt""","","","","","","","2012","2017-03-28 15:13:48","2017-03-28 15:13:48","","","32","","","","","","Stadtgespräche","67","","","","Rostock","","","","","(G)/Z/1 vorl.","","vorl.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4USIWC9G","book","2012","Stadtgespräche e.V.","die einen sagen so, die anderen ...","","","","","","","2012","2017-03-28 15:13:54","2017-03-28 15:13:54","","","40","","","","","","Stadtgespräche","68","","","","Rostock","","","","","","","vorl.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CKDC3TKV","journalArticle","2015","Waibel, Harr","""Bei uns in der DDR ist das überwunden""","Jungle World","","","","","","2015-09-10","2017-03-28 15:13:57","2017-03-28 15:13:57","","4","","37","","","","","","","","","","","","","","","(G)/Z/1 vorl.","","vorl.","","","","","Hoyerswerda; Rostock-Lichtenhagen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"65I8HUMZ","book","1993","Almuth Berger","Perspektiven für die Roma-Bevölkerung Rumäniens als transnationale Aufgabe Deutschland als Ziel: Entwicklungen seit 1989 und Analyse aktueller Trends","","","","","http://www.auslaender-in-der-ddr.com/home/asylsuchende-roma/","Auszug aus einem Vortrag von Almuth Berger, gehalten in Machern 1.6.1993","1993-06-01","2017-03-28 15:14:01","2017-03-28 15:14:01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QSGG3XUK","book","2012","Antifaschistische Infoblatt","Antifaschistische Infoblatt Nr. 95","","","","","https://www.antifainfoblatt.de/ausgabe/aib-95","","2012","2017-03-28 15:14:07","2017-03-28 15:14:07","","","","","95","","","","","","","","","Berlin","","","","","","","","Neu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UWP8Z3WE","book","1992","antirassistische Initiative e.V.; Antifa-info-Telefon; Antirassistisches Telefon Ostberlin; Umverteilen! - Stiftung fur eine solidarische Welt","ZAG Zeitungsprojekt Antifaschistischer und Antirassistischer Gruppen","","","","","","","1992","2017-03-28 15:14:15","2017-03-28 15:14:15","","","43","","","","","","","","","","","Berlin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8B7GHV3X","book","2002","Brodkorb, Mathias; Schmidt, Thomas; Friedrich-Ebert-Stiftung","Gibt es einen modernen Rechtsextremismus? Das Fallbeispiel Mecklenburg-Vorpommern","","978-3-89892-050-6","","","","","2002","2017-03-28 15:14:25","2017-03-28 15:14:25","","","112","","","","","Gibt es einen modernen Rechtsextremismus?","","","","","Friedrich-Ebert-Stiftung, Landesbüro Mecklenburg-Vorpommern","Schwerin","ger","","","","","Gemeinsamer Bibliotheksverbund ISBN","","OCLC: 76362789","","","","","Mecklenburg-Vorpommern; Rechtsradikalismus","","","","Friedrich-Ebert-Stiftung","","","","","","","","","","","","","","","","2., aktualisierte Aufl","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4ITMRZ95","book","2012","","Das Nazi-Pogrom 1992 in Rostock gegen Roma und Vietnamesen. Eine Dokumentation","","","","","","","2012","2017-03-28 15:14:32","2017-03-28 15:14:32","","","36","","","","","","","","","","","","","","","","","","","","","","","","","Gewerkschafterinnen und Antifa gemeinsam gegen Dummheit und Reaktion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6PMKBID5","forumPost","2009","Günther Weiss","Sinti und Roma seit 600 Jahren in Deutschland. Eine Kurzfassung über Geschichte, Kultur und Verfolgung von Günther Weiss, Sinto, Erster Kriminalhauptkommissar und Leiter der Kriminalpolizei Kehl/Rhein 2009","","","","","http://www.zigeuner.de/sinti_und_roma_seit_600_jahren.htm","","2009","2017-03-28 15:14:40","2017-03-28 15:14:40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U56FD7S9","journalArticle","2012","Guski, Roman","""Das Wort Pogrom kannte ich nur aus Geschichtsbüchern"" - Nachwendepogrome im vereinten Deutschland","Zeitgeschichte regional. Mitteilungen aus Mecklenburg-Vorpommern","","","","","","2012","2017-03-28 15:14:45","2017-03-28 15:14:45","","10","","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"89CG44FC","book","2001","Huisken, Freerk; Huisken, Freerk","Deutsche Lehren aus Rostock und Mölln","","978-3-87975-806-7","","","","","2001","2017-03-28 15:14:49","2017-03-28 15:14:49","","","197","","","","","","Nichts als Nationalismus","...","","","VSA-Verl","Hamburg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2. Aufl","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55T9D75B","journalArticle","1990","Jochen Hippler","Rechtsradikale im deutschen Osten - ""Rache ist gerecht""","","","","","http://www.jochenhippler.de/html/rechtsradikale_in_der_ddr-_1990.html","","1990","2017-03-28 15:15:10","2017-03-28 15:15:10","","","","","","","","","in: Monatszeitung, Wien 1990, S. 27-31.","","","","","","ger","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QEREIVF3","book","1998","","""Zwischen Romantisierung und Rassismus""- Sinti und Roma 600 Jahre in Deutschland. Handreichung zur Geschichte, Kultur und Gegenwart der deutschen Sinti und Roma","","","","","http://www.lpb-bw.de/publikationen/sinti/SINTI.pdf","","1998","2017-03-28 15:15:15","2017-03-28 15:15:15","","","75","","","","","","","","","","","Stuttgart","","","","","","","","","","","","","","Landeszentrale für politische Bildung Baden-Württemberg; Verband Deutscher Sinti & Roma Landesverband Baden-Württemberg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B5XN3JWI","book","1993","Otto Diederichs","Das Polizeidebakel von Rostock – Versuch einer analytischen Würdigung","","","","","https://www.cilip.de/1993/02/22/das-polizeidebakel-von-rostock-versuch-einer-analytischen-wuerdigung/#more-2904","","1993-02-22","2017-03-28 15:15:21","2017-03-28 15:15:21","","","","","","","","","Artikel in CILIP 044","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IIJW8KKB","journalArticle","2014","Prenzel, Thomas","Zeitgeschichte im Spielfilm. ""Wir sind jung. Wir sind stark"" thematisiert die Ausschreitungen von Rostock-Lichtenhagen im Sommer 1992","Zeitgeschichte regional. Mitteilungen aus Mecklenburg-Vorpommern","","","","","","2014","2017-03-28 15:15:29","2017-03-28 15:15:29","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HMXQTPFP","journalArticle","2008","Roswitha Scholz","WASTE TO WASTE. Die Roma und “wir”","""linke Debattenzeitschrift Phase 2"" Leipzig","","","","http://www.exit-online.org/link.php?tabelle=autoren&posnr=374","","2008","2017-03-28 15:15:34","2017-03-28 15:15:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MKWQ7PW5","book","","Walter Friedrich","Ist der Rechtsextremismus im Osten ein Produkt der autoritären DDR?","","","","","http://www.bpb.de/system/files/pdf/HRDB0X.pdf","","","2017-03-28 15:15:38","2017-03-28 15:15:38","","","8","","B46/2001","","","","Aus Politik und Zeitgeschichte","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWQEIWSG","book","1993","Wolfgang Wieland","Der weggetauchte Staat – Staatliche (Nicht-)Reaktionen auf rassistische Gewalttaten","","","","","https://www.cilip.de/1993/02/22/der-weggetauchte-staat-staatliche-nicht-reaktionen-auf-rassistische-gewalttaten/","","1993-02-22","2017-03-28 15:15:42","2017-03-28 15:15:42","","","","","","","","","Artikel in CILIP 044","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A3EWVRS6","newspaperArticle","2015","Pätzold, Nicole","Rostock gedenkt Lichtenhagen - nur wie?","NNN","","","","","","2015-11-23","2017-03-28 15:21:22","2017-03-28 15:21:22","","14","","","","","","","","","","","","Rostock","","","","","(G)/Z/1 vorl.","","vorl.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XJEH2WT2","presentation","","Jan Riebe?","Rechtsextremismus in der DDR, eine Veranstaltung der Amadeu-Antonio-Stiftung","","","","","s. auch http://lernen-aus-der-geschichte.de/Lernen-und-Lehren/content/12060","","","2017-03-28 15:23:13","2017-03-28 15:23:13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D4HWM8H8","book","2004","Bürgerinitiative Bunt statt braun e.V.","Trauma einer Stadt, eine Ausstellung über Menschen, Ansichten und Gesetze, Rostock-Lichtenhagen - ein Jahrzehnt danach","","","","","","Ausstellungskatalog","2004","2017-03-28 15:33:06","2017-03-28 15:37:06","","","39","","","","","","","","","","","Rostock","","","","","","","(G)/Z/1 vorl.","","","","","Rostock-Lichtenhagen; Landeszentrale für politische Bildung Mecklenburg-Vorpommern; Heinrich-Böll-Stiftung Mecklenburg-Vorpommern","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2I2FEIAA","book","2007","","Rundbrief 1-2/07: Medien und ""Denkfabriken""des Rechtsextremismus","","","","","","","2007","2017-03-28 15:05:12","2017-03-28 15:39:03","","","","","","","","","Rundbrief","1-2/2007","","","","Berlin","","","","","","","(G)/A-I/1 vorl.","F1","","","","","","","Die Linke.PDS: AG Rechtsextremismus/Antifaschismus beim Parteivorstand der Linkspartei.PDS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V5V7XP85","book","2002","","Rundbrief 2-3/02","","","","","","","2002","2017-03-28 15:05:52","2017-03-28 15:40:06","","","","","","","","","Rundbrief","2-3/2002","","","","Berlin","","","","","","","(G)/J-R/1 vorl.","F1","","","","","","","PDS: AG Rechtsextremismus/Antifaschismus beim Parteivorstand der PDS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7PH5FSJ5","book","1993","Jäger, Siegfried","BrandSätze: Rassismus im Alltag","","978-3-927388-29-1","","","http://www.diss-duisburg.de/Internetbibliothek/Buecher/Brandsaetze/Brandsaetze_web.pdf","","1993","2017-03-28 15:14:56","2017-03-29 07:14:50","","","310","","","","","BrandSätze","DISS-Studien","","","","DISS","Duisburg","","","","","","","","","","","","","Fascism; Germany; Ethnic attitudes; Racism","","","","","","","","","","","","","","","","","","","","3., gegenüber der 2., durchgesehenen Aufl. unveränderte Aufl","","","","","","","","","","","","","","","","","","","","","","","","","",""
