"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"GHUFNMPH","newspaperArticle","1992","Hugues, Pascale","Défilé antiraciste dans Rostock calfeutré. 15000 personnes ont manifesté samedi dans les rues de Rostock contre les violences racistes. Tandis que les habitants de la ville, accusés de passivité, restaient chez eux.","Libération","","","","","","1992-08-31","2016-11-17 14:33:46","2018-06-22 18:37:11","","","","","","","","","","","","","","Paris","","1;2","","","II-D3-1","","II-D3-1-920831","lediglich Digitalisat Provenienz: F4 alte Signatur: III-D3-F4-120","","/home/age/zotero/storage/ESZ77ISQ/III-D3-F4-120.tif","","SPD; Berlin; Bremen; Hamburg; Lichtenhagen; Gysi, Gregor; Lübeck; Bienert, Roman; Bild; Hafenstraße; KPD; Kreuzberg; Modrow, Hans; Taz; Rostock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HGCZDJ58","newspaperArticle","1992","Hugues, Pascale","Le défoulement des riverains de Rostock. Exaspérés par la présence de réfugiés, les habitants du quartier de Lichtenhagen, cité-dortoir de la banlieue de Rostock, ont vécu les violences xénophobes comme des nuits de fête.","Libération","","","","","","1992-08-26","2016-11-17 15:06:45","2018-06-22 18:31:53","","","","","","","","","","","","","","Paris","fra","1;2","","","II-D3-1","","II-D3-1-920826e","lediglich Digitalisat Provenienz: F4 alte Signatur: II-D3-F4-124","","/home/age/zotero/storage/9ABRPIEK/II-D3-F4-124.tif","","Mecklenburg-Vorpommern; Hamburg; Lichtenhagen; französisch; Krause","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IRIESXKD","newspaperArticle","1992","Schmidt, Klaus; Becker, Michael; Scott, Herschel","Neo-Nazi Pogroms intensify in Rostock. Wide Support For Fascists; Thousands Cheer Attacks.","Germany Alert","","","","","","1992-08-24","2016-11-14 11:53:45","2017-02-02 19:07:40","","","","","","","","","","","","","","New York","","","","","V3","","V3-F4-103","F4","","/home/age/zotero/storage/QSD6BP72/V3-F4-103.tif","","CDU; Kohl, Helmut; Kupfer, Lothar; Seiters, Rudolf; Warschau; Rostock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JBMNJF3F","manuscript","1992","Antirassistische Gruppen","Die Zeit der Entschuldigungen ist vorbei! Stoppt die Pogrome!","","","","","","","1992-08","2016-11-14 09:26:12","2017-03-29 11:15:34","","","","","","","","","","","","","","o.A.","","","Flugblatt","","V2","","II-V2-F4-99","F4","","/home/age/zotero/storage/W3JIAZGM/V2-F4-99.tif","","Aufruf; Worch, Christian; Flugblatt; Hamburg; Hoyerswerda; Rostock-Lichtenhagen; ZAST; Mannheim-Schönau; Wohnheim; INTERIM; Treuhand; Zentrale Aufnahmestelle für Asylbewerber (ZAST)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KKCXWE5N","manuscript","","o.A.","Nachbereitung","","","","","","","o.A.","2016-11-14 09:09:35","2017-02-02 10:36:31","","","2","","","","","","","","","","","o.A.","","","","","V2","","V2-F4-98","F4","","/home/age/zotero/storage/KSRN7RDR/V2-F4-98-1.tif; /home/age/zotero/storage/3E2ER4TB/V2-F4-98-2.tif","","Antifa Rostock; Antifa-Infoblatt; Hoyerswerda; Mannheim; Rostock-Lichtenhagen; Antifa Kiel; Berliner Koordinierungsbüro; Demokoordination; EA Berlin; Ermittlungsausschuss; Verfassungsschutz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KSXVAQZS","manuscript","1992","Einige Antifas","Zur Festnahme von Antifas am Sonntag, d. 23. Aug","","","","","","","1992","2016-11-17 17:26:50","2017-03-29 11:18:32","","","2","","","","","","","","","","","","","","Bericht","","V2","","V2-F4-136","","","/home/age/zotero/storage/DJFE4XKD/V2-F4-136-1.tif; /home/age/zotero/storage/K5GEEZAE/V2-F4-136-2.tif","","1992; Antifa; Hamburg; Lichtenhagen; 1992-08-23; Jugendalternativzentrum (JAZ) e.V.; Protokoll; MEK Hamburg (Mobiles Einsatzkommando); Rostock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KUTB7EGG","newspaperArticle","1992","Hugues, Pascale","Le droit d'asile lapidé dans les rues de Rostock. Depuis trois jours, des affrontements xénophobes autour d'un foyer de demandeurs d'asile de cette cité sinistrée de l'ex-RDA opposent des centaines de manifesatans à la police. Des incidents qui devraient accélérer la réforme du droit d'asile en Allemagne, que le SPD a déjà accepté de restreindre.","Libération","","","","","","1992-08-25","2016-11-17 15:16:33","2018-06-22 18:29:25","","2","","","","","","","","","","","","Paris","fra","1;2","","","II-D3-1","","II-D3-1-920825","lediglich Digitalisat Provenienz: F4 alte Signatur: II-D3-F4-126","","/home/age/zotero/storage/5IHZCGT7/II-D3-F4-126-1.tif; /home/age/zotero/storage/J72HTB27/II-D3-F4-126-2.tif","","Mecklenburg-Vorpommern; SPD; Engholm, Björn; Bonn; CDU; Hamburg; Lichtenhagen; CSU; Kohl, Helmut; Hoyerswerda; Schleswig-Holstein; Taz; Rostock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MMAKVQ4V","manuscript","","o.A.","Bericht über Ereignisse an der ZAST Lichtenhagen","","","","","","","o.A.","2016-11-17 17:38:45","2017-03-28 09:14:36","","","","","","","","","","","","","","o.A.","","","Bericht / Chronik","","V2","","V2-F4-137","F4","","/home/age/zotero/storage/TMTBGMP7/V2-F4-137.tif","","1992; 1992-08-20; 1992-06-13; Bürgerwehr; Deutsche Volksunion (DVU); Norddeutsche Neueste Nachrichten (NNN); Ostseezeitung (OZ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NT6G7JHX","newspaperArticle","1992","Becker, Michael; Berlin, Horst; Schmidt, Klaus; Van der Loes, Frank; Triiz, Herb","Polls Show Huge Gains For Pro-Fascists; Eastern Unemployment Pver 50 Percent. Neo-Nazi Hate Rage Spreads","Germany Alert","","","","","","1992-08-31","2016-11-14 12:09:54","2017-02-02 19:07:31","","","","","","","","","","","","","","New York","","","","","V3","","V3-A4-105","F4","","/home/age/zotero/storage/SJFBAP39/V3-F4-105.tif","","Bonn; Worch, Christian; Kohl, Helmut; Republikaner; Frankfurt; Seiters, Rudolf; Lintner; Messerschmidt; NSDAP-AO; Nationale Alternative (NA); Nationalistische Front (NF); Schönhuber, Franz; Wotans Volk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P54KX2GZ","manuscript","1992","Antirassistisches Aktionsbündnis","Pogrom-Stimmung in Deutschland. Presse-Erklärung des Antirassistischen Aktionsbündnisses, Berlin, 8. September 1992","","","","","","","1992-09-08","2016-11-14 12:17:17","2017-03-29 13:00:43","","","3","","","","","","","","","","","Berlin","","","Presseerklärung","","III-C2","","III-C2-F4-106","","","/home/age/zotero/storage/K4VV933N/III-C2-F4-106-1.tif; /home/age/zotero/storage/D58XWJ9W/III-C2-F4-106-2.tif; /home/age/zotero/storage/CC8GPM8N/III-C2-F4-106-3.tif","","1992-08-29; Berlin; CDU; Worch, Christian; PDS; Presseerklärung; 1992-08-22; 1992-08-24; BGS; CSU; DVU; Hoyerswerda; Rostock-Lichtenhagen; ZAST; Eisenhüttenstadt; Seiters, Rudolf; 1991-11; Endress, Gerhard; Gewerkschaften; Grüne; Halbe; Ketzin; Nauen; Neue Front; Rudolfstein; Schmitz; Schäuble, Wolfgang; Althans, Bela Ewald; Rostock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QCGAUUGG","newspaperArticle","1992","","German rightwingers keep up attacks on refugee centres","The Guardian","","","","","","1992-09-05","2016-11-14 15:21:22","2018-06-21 01:02:19","","","","","","","","","","","","","","London","en","1","","","III-D3-1","","III-D3-1-002","lediglich Digitalisat Provenienz: F4 alte Signatur: III-D3-F4-115","","/home/age/zotero/storage/CCGJVEW6/III-D3-F4-115.tif","","SPD; Berlin; Kohl, Helmut; Eisenhüttenstadt; Dressler, Rudolf; Rostock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEB9KVXW","manuscript","1992","Fischer, M.","Stoppt die Pogrome (A5)","","","","","","","1992-08","2016-11-14 14:52:16","2018-06-21 00:08:49","","","2","","","","","","","","","","","Rostock","","1","","","II-C2-1","","II-C2-1-015","lediglich Digitalisat Provenienz: F4, 111. alte Signatur: II-C2-F4-111","","/home/age/zotero/storage/8I76GP9G/II-C2-F4-111-1.tif; /home/age/zotero/storage/ZJXNWHNF/II-C2-F4-111-2.tif","","1992-08-29; Worch, Christian; Flugblatt; Lichtenhagen; doppelt; Bundesgrenzschutz; Leipzig; Nationale Liste (NL); Rostock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TFX7UAKX","newspaperArticle","1992","Bridge, Adrian","32 arrested for attacks on hostels","The Independent","","","","","","1992-09-14","2016-11-14 15:35:51","2018-06-21 01:04:11","","","","","","","","","","","","","","London","en","1","","","III-D3-1","","III-D3-1-005","lediglich Digitalisat Provenienz: F4 alte Signatur: III-D3-F4-117","","/home/age/zotero/storage/SQCSCWWU/III-D3-F4-117.tif","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TJKX2U4W","manuscript","1992","JAZ e.V.","Bericht über Ereignisse in Zusammenhang mit den rassistischen Übergriffen auf das Flüchtlingswohnheim (ZAST) in Rostock-Lichtenhagen:","","","","","","","1992-08-24","2016-11-17 17:00:26","2018-06-20 20:14:09","","","4","","","","","","","","","","","Rostock","","1","Bericht / Chronik","","II-A2-1","","II-A2-1-009","liegt nicht händisch vor Provenienz: F4, 134. alte Signaturen: II-A2-F4-134","","/home/age/zotero/storage/4HEV5QEF/V2-F4-134-1.tif; /home/age/zotero/storage/4GVAJ2PT/V2-F4-134-2.tif; /home/age/zotero/storage/EBS4XFC6/V2-F4-134-3.tif; /home/age/zotero/storage/JP39SIFB/V2-F4-134-4.tif","","1992; Antifa; Berlin; Hamburg; Lichtenhagen; 1992-08-22; BGS; Rostock-Lichtenhagen; ZAST; Groß-Klein; Lübeck; 1992-08-23; Chronologie; Jugendalternativzentrum (JAZ) e.V.; Lichtenberg; Protokoll; Lütten-Klein; NDR; Rostock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TSQJJ7PP","manuscript","1992","o.A.","Die Gardinen von Rostock. Dieser Text beschreibt unsere Situation im Knast in Rostock.","","","","","","","1992","2016-11-14 10:31:53","2017-03-29 11:21:26","","","2","","","","","","","","","","","o.A.","","","Bericht","","V2","","V2-F4-100","F4","","/home/age/zotero/storage/H5VXIHGD/V2-F4-100-1.tif; /home/age/zotero/storage/FWQNWWHQ/V2-F4-100-2.tif","","Berlin; Bremen; Eberswalde; Hamburg; Lichtenhagen; Seite, Berndt; Gesa Ulmenstraße; Kupfer, Lothar; Schmarl; Seiters, Rudolf; Sondereinsatzkommando; Güstrow; Dresden; Düsseldorf; Frankfurt/Oder; Gottschalk; Großmann; INTERIM; Nesemann, Marcus; Sonneburg, Mike; Staatsanwalt; Witt, Tatjana; Lütten-Klein; Gefangenensammelstelle (GESA); Sondereinsatzkommando (SEK); Rostock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UASKAAR5","newspaperArticle","1992","Tomforde, Anna","Remorse and recriminations after riot","The Guardian","","","","","","1992-08-26","2016-11-14 15:42:03","2018-06-22 18:33:53","","","","","","","","","","","","","","London","eng","1;2","","","II-D3-1","","II-D3-1-920826g","lediglich Digitalisat Provenienz: F4 alte Signatur: II-D3-F4-119","","/home/age/zotero/storage/W8Z5NP5F/II-D3-F4-119.tif","","Kohl, Helmut; Kordus, Siegfried; Kupfer, Lothar; Ringstorff, Harald; Klingbeil, Jörg; Monin, Monika; Schmidt, Lisa; Rostock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VFIQGR4N","newspaperArticle","1992","Tomforde, Anna","Racist attacks could hamper German economic progress","The Guardian","","","","","","1992-09-08","2016-11-14 15:08:23","2018-06-21 01:04:06","","","","","","","","","","","","","","London","en","1","","","III-D3-1","","III-D3-1-003","lediglich Digitalisat Provenienz: F4 alte Signatur: III-D3-F4-113","","/home/age/zotero/storage/AX5886I3/III-D3-F4-113.tif","","Mecklenburg-Vorpommern; Berlin; Bonn; Kohl, Helmut; Eisenhüttenstadt; Franfkurft; Fritscheschdorf; Geissler, Heiner; Halle; Hax, Herbert; Machalak, Robert; Sen, Faruk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W9T3B29S","manuscript","1992","Kieler Antifaschistinnen und Antifaschisten","Wer schweigt, stimmt zu: Neonazi-Terror in Rostock","","","","","","","1992-08","2016-11-17 16:16:26","2017-03-29 11:20:37","","","2","","","","","","","","","","","o.A.","","","","","V2","","II-V2-F4-130","F4","","/home/age/zotero/storage/P685TDRT/V2-F4-130-1.tif; /home/age/zotero/storage/USC7KJHW/V2-F4-130-2.tif","","1992-08-29; Berlin; Hamburg; 1992-08-22; Hoyerswerda; Kiel; Mannheim; Neumünster; Oelixdorf; Schleswig-Holstein; ZAST; Itzehoe; Jugendalternativzentrum (JAZ) e.V.; Zentrale Aufnahmestelle für Asylbewerber (ZAST); Rostock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XFF4HBSN","newspaperArticle","1992","","Nouvelle nuit de violence à Cottbus. Quelque 150 jeunes dirigés par un groupe néo-nazi, ont affronté la police devant un foyer de demandeurs d'asile.","Libération","","","","","","1992-09-01","2016-11-17 16:02:50","2018-06-21 01:03:59","","","","","","","","","","","","","","Paris","fra","1","","","III-D3-1","","III-D3-1-001","lediglich Digitalisat Provenienz: F4 alte Signatur: III-D3-F4-128","","/home/age/zotero/storage/MIVZG7IR/III-D3-F4-128.tif","","Berlin; Brandenburg; Eisenhüttenstadt; Deutsche Alternative (DA); Hübner, Frank; Lüth, Jürgen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XRQHCVJM","manuscript","","o.A.","HNG: Gesprächsabschrift und Artikelentwurf","","","","","","","o.A.","2016-11-14 12:16:35","2017-03-28 11:13:10","","","5","","","","","","","","","","","","","","","","V5","","V5-F4-109","F4","","/home/age/zotero/storage/KG9JDI6D/V2-F4-109-1.tif; /home/age/zotero/storage/3A3V77DT/V2-F4-109-2.tif; /home/age/zotero/storage/VXUUEDBS/V2-F4-109-3.tif; /home/age/zotero/storage/WRUKD76M/V2-F4-109-4.tif; /home/age/zotero/storage/92FEXNEE/V2-F4-109-5.tif","","Worch, Christian; Hamburg; DVU; Hünxe; Schwerin; Frey, Gerhard; Hilfsgemeinschaft für nationale Gefangene und deren Angehörige (HNG); Kühnen, Michael; Nationale Front (NF); Wunsiedel; Bielefeld; Deutsche Alternative (DA); Gesellschaft für Biologische Anthropologie, Eugenik und Verhaltensforschung; Halle; Mainz-Gonsenheim; Müller, Curt; Müller, Ursula; Nachrichten der HNG; Nationale Liste (NL); Rieger, Jürgen; Nationale Offensive (NO)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZDSKFEBH","newspaperArticle","1992","","ROSTOCK. Une soicantaine de policiers ont dû protéger hier","Libération","","","","","","1992-08-28","2016-11-17 15:12:59","2018-06-22 18:35:39","","","","","","","","","","","","","","Paris","fra","1;2","","","II-D3-1","","II-D3-1-920828b","lediglich Digitalisat Provenienz: F4 alte Signatur: II-D3-F4-125","","/home/age/zotero/storage/GQTS2RUX/II-D3-F4-125.tif","","Berlin; SAT1; Rostock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZERZK3PW","newspaperArticle","1992","Tomforde, Anna","Terrorism inquiry opens into far-right groups","The Guardian","","","","","","1992-09-10","2016-11-14 15:14:05","2018-06-21 01:03:55","","","","","","","","","","","","","","London","en","1","","","III-D3-1","","III-D3-1-004","lediglich Digitalisat Provenienz: F4 alte Signatur: III-D3-F4-114","","/home/age/zotero/storage/CM752MQK/III-D3-F4-114.tif","","Bonn; Brandenburg; Cottbus; Detmold; Deutsche Alternative (DA); Nationalistische Front (NF); Nordrhein-Westfalen; Pfaff, Wolfgang; Werthebach, Eckart; Ku Klux Klan (KKK)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2ETVCJ9E","manuscript","1991","Landesverband Mecklenburg-Vorpommern","NPD Stimme","","","","","","","1991","2017-01-26 13:10:08","2018-06-21 03:36:26","","","","","","","","","","","","","","o.A.","","1","","","II-B5-2","","II-B5-2-001","liegt händisch vor (Dauerleihgabe) Provenienz: F3-1 alte Signatur: II-B5-F3-9","","/home/age/zotero/storage/E9622X4S/II-B5-F3-9-1.tif; /home/age/zotero/storage/M8QEW27U/II-B5-F3-9-2.tif; /home/age/zotero/storage/65U59IF2/II-B5-F3-9-3.tif; /home/age/zotero/storage/MFIDSJZH/II-B5-F3-9-4.tif","","Bonn; NPD; Schleswig-Holstein; Lübeck; Landesverband Mecklenburg Vorpommern; Landesvorsitzender; Piel, Harry; Siemssen, Wolfgang","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5BVFK4DJ","manuscript","1994","Die Republikaner","Volksabstimmung Nein zu Masstricht jetzt","","","","","","","1994","2017-01-26 12:49:20","2018-06-21 02:42:06","","","","","","","","","","","","","","Schwerin","","1","","","III-B5-2","","III-B5-2-003","liegt händisch vor (Dauerleihgabe) Provenienz: F3-1 alte Signatur: III-B5-F3-6","","/home/age/zotero/storage/PXC5Q4IN/III-A5-F3-6-1.tif; /home/age/zotero/storage/Q9S3BBUN/III-A5-F3-6-2.tif","","Mecklenburg-Vorpommern; Flugblatt; CSU; Schwerin; Die Republikaner; Europawahl; Landesbüro; Maastricht; REP; Stoiber, Edmund","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6KIIHC6P","manuscript","1992","Aktion: Rostock bleibt deutsch; Andrejewski, Michael","Widerstand gegen die Ausländerflut","","","","","","","1992","2017-01-27 09:22:03","2018-06-22 19:02:42","","","2","","","","","","","","","","","Hamburg","","1","Flugblatt","","II-C5-2","","II-C5-2-008","liegt händisch vor (Dauerleihgabe) Provenienz: F3-1 alte Signatur: II-C5-F3-18 II-C5-F3-18","","/home/age/zotero/storage/JK9GEB4I/III-C5-F3-18-1.tif; /home/age/zotero/storage/3SXJ6DK2/III-C5-F3-18-2.tif","","1992; Mecklenburg-Vorpommern; Flugblatt; Hamburg; Andrejewski, Michael; Asyl; Ausländer; Cohn-Bendit, Daniel; Deutschland; Hamburger Liste für Ausländerstopp; MBU; Rostock bleibt deutsch; Rostock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9RURTTZ4","manuscript","1990","NPD Bundesgeschäftsstelle","Sehr geehrter Herr...","","","","","","","1990-11-29","2017-01-26 13:21:41","2018-06-21 02:01:39","","","","","","","","","","","","","","Stuttgart","","1;3","","","II-C5-2","","II-C5-2-007","liegt händisch vor Personenbezogene Daten Provenienz: F3 alte Signatur: I-B5-F3-10","","/home/age/zotero/storage/Z5EW9H5S/I-C5-F3-10.tif","","NPD; Bundesbüroleiterin; Bundesgeschäftsstelle; LAuf, Erika; Landesverband Mecklenburg Vorpommern; Piel, Harry; Stuttgart","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ADC64I2S","manuscript","1992","Junge Nationaldemokraten","JN - Die Gemeinschaft für Deutschland","","","","","","","1992","2017-01-27 09:16:46","2017-03-29 11:20:32","","","2","","","","","","","","","","","Wuppertal","","","","","V5","","V5-F3-17","F4","","/home/age/zotero/storage/7JE2SZRH/V5-F3-17-1.tif; /home/age/zotero/storage/B488WR2G/V5-F3-17-2.tif","","1992; NPD; Ausländer; Deutschland; JN; Junge Nationaldemokraten","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BAZ35AR5","manuscript","1994","MBU; Andrejewski, Michael","MBU-Presseerklärung","","","","","","","1994-03-06","2017-01-26 13:04:21","2018-06-21 03:01:55","","","","","","","","","","","","","","o.A.","","1","","","III-A5-2","","III-A5-2-004","liegt händisch vor (Dauerleihgabe) Provenienz: F3-1 alte Signatur: III-A5-F3-8","","/home/age/zotero/storage/4CMMWQJT/III-A5-F3-8.tif","","Warnemünde; Andrejewski, Michael; Evangelische Kirche; MBU; Peenemünde","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CQIAP29E","manuscript","1993","o.A.","Aufruf","","","","","","","1993","2017-01-26 13:37:44","2017-03-29 11:22:17","","","","","","","","","","","","","","o.A.","","","","","III-V2","","III-V2-F3-12","F3-1","","/home/age/zotero/storage/M5V9SV2E/III-V2-F3-12.tif","","Demonstration; Mecklenburg-Vorpommern; Lichtenhagen; Groß-Klein; Aktion Mecklenburg-Vorpommern bleibt unser; Hamburger Liste für Ausländerstopp; Kühlungsborn; Lütten-Klein; MAX; Rostock bleibt deutsch; Wiking Jugend; Rostock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EXSFKPH6","manuscript","1994","Die Republikaner","Die Republikaner Kriminalität in Deutschland","","","","","","","1994","2017-01-26 12:59:10","2018-06-21 02:40:41","","","","","","","","","","","","","","Schwerin","","1","","","III-B5-2","","III-B5-2-001","liegt händisch vor (Dauerleihgabe) Provenienz: F3-1 alte Signaturen: III-B5-F3-7","","/home/age/zotero/storage/TWXUKKUQ/III-A5-F3-7-1.tif; /home/age/zotero/storage/J7GUR67U/III-A5-F3-7-2.tif","","Flugblatt; Schwerin; Landesbüro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M7RNBRFB","manuscript","1992","Die Republikaner","Nicht mit Gewalt sondern mit dem Stimmzettel die politischen Mißstände in unserem LAnde beenden!","","","","","","","1992-08","2017-01-26 13:29:52","2018-06-21 03:36:34","","","","","","","","","","","","","","Schwerin","","1","","","II-B5-2","","II-B5-2-002","liegt händisch vor (Dauerleihgabe) Provenienz: F3-1 alte Signatur: II-B5-F3-11","","/home/age/zotero/storage/62ZV68AZ/II-B5-F3-11-1.tif; /home/age/zotero/storage/EC8JHT62/II-B5-F3-11-2.tif","","Mecklenburg-Vorpommern; Flugblatt; Lichtenhagen; Schwerin; Landesbüro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MTCBZHRT","manuscript","1992","Jugendalternativzentrum (JAZ) e.V.","Rostock: Antifaschistischer Widerstand","","","","","","Nachbetrachtungen zu den Aktivitäten gegen die Gründung eines DVU-Verbandes in Rostock aus dem Umfeld des Jugendalternativzentrums","1992-06-16","2017-01-26 11:44:58","2018-06-20 20:13:29","","","2","","","","","","","","","","","Rostock","de","1","","","II-A2-1","","II-A2-1-006","liegt händisch vor (Dauerleihgabe) Provenienz: F3-1, 005f. Dublette von: F3-1, 004. alte Signatur: II-A2-F3-1-005f.","","/home/age/zotero/storage/GNBEPVU4/II-A2-F3-2-1.tif; /home/age/zotero/storage/GK9JGHMF/II-A2-F3-2-2.tif","","Antifa; Demonstration; Flugblatt; BGS; DVU; Polizei; DGB; Frey, Gerhard; 1992-06-13; Bündnis 90; Deckert, Jürgen; JUSOS; Jugendalternativzentrum (JAZ) e.V.; LSK Schwerin; Neubrandenburg; Hanse Club; Rostock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MVZSM62M","manuscript","1992","DGB; IG MEtall; Fraktion Bündnis 90 der Bürgerschaft; Antifa Rostock; SAG; IG MEtall Jugend; DGB Jugend; JUSOS (UB-Vorstand Rostock)","Keine DVU-Veranstaltung in Rostock","","","","","","","1992","2017-01-26 14:06:23","2018-06-20 20:12:03","","","","","","","","","","","","","","Rostock","","1","","","II-A2-1","","II-A2-1-001","liegt händisch vor (Dauerleihgabe) Provenienz: F3-1, 014. alte Signaturen: II-A2-F3-14","","/home/age/zotero/storage/9N6TR4UN/II-A2-F3-14.tif","","Antifa; Demonstration; SAG; DVU; DGB; Frey, Gerhard; JUSOS; DGB-Jugend; Fraktion Bündnis 90 der Bürgerschaft; IG MEtall; IG Metall-Jugend; Rostock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PKVUIDMV","manuscript","1994","Jugend gegen Rassismus in Europa","Gemeinsam gegen Rechts!","","","","","","Flugblatt der Initiative ""Jugend gegen Rassismus in Europa"" gegen die Wahlpropaganda der ""Aktion Mecklenburg-Vorpommern bleibt unser"" (MBU), in welchem vor allem M. Andrejewski und die Kontinuität rassistischer Mobilisierung von ""Rostock bleibt deutsch"" bis hin zur MBU Darstellung erhält","1994","2017-01-26 12:05:36","2018-06-22 18:48:48","","","","","","","","","","","","","","Rostock","de","1","","","III-A2-1","","III-A2-1-016","liegt händisch vor Dauerleihgabe Provenienz: F3-1, 013a/b. alte Signatur: III-A2-F3-1-013","","/home/age/zotero/storage/E57WF9Z6/III-A2-F3-1-014a.tif; /home/age/zotero/storage/UFW5KN9X/III-A2-F3-1-014b.tif","","Worch, Christian; Lichtenhagen; Andrejewski, Michael; JUSOS; Aktion Mecklenburg-Vorpommern bleibt unser; Hamburger Liste für Ausländerstopp; JRE; Jugend gegen Rassismus in Europa; Kommunalwahl; MBU; Rostock bleibt deutsch; Rostock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
